Affected Protein,Partner Protein,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
SPTA1,ANK1,286,PF00023-PF00018 ; PF00018-PF12796,PF00791-PF00435,33.0,Affected
SPTA1,HRAS,3265,PF00071-PF00018,,0.0,Retained
SPTA1,SPTB,6710,PF00435-PF00018 ; PF00435-PF08726 ; PF08726-PF00307 ; PF00018-PF00307,PF00435-PF00435 ; PF00435-PF00307,33.0,Affected
SPTA1,NRAS,4893,PF00071-PF00018,,0.0,Retained
SPTA1,AC020929.1,57731,PF00307-PF00018 ; PF00307-PF08726 ; PF08726-PF00435 ; PF00018-PF00435,PF00307-PF00435 ; PF00435-PF00435,33.0,Affected
SPTA1,USP11,8237,PF00443-PF00018,,0.0,Retained
SPTA1,KRAS,3845,PF00071-PF00018,,0.0,Retained
SPTA1,PLEC,5339,PF08726-PF00307 ; PF00307-PF00018,PF00307-PF00435 ; PF17902-PF00435,50.0,Affected
SPTA1,YWHAQ,10971,PF00018-PF00244,,0.0,Retained
SPTA1,SHC1,6464,PF00018-PF00017,,0.0,Retained
SPTA1,BTK,695,PF00017-PF00018 ; PF07714-PF00018 ; PF00018-PF00018 ; PF00169-PF00018,PF00018-PF00435 ; PF00169-PF00435,33.0,Affected
SPTA1,ABL1,25,PF00018-PF00018 ; PF00018-PF00017 ; PF00018-PF07714,PF00018-PF00435,25.0,Affected
SPTA1,ACTA1,58,PF00022-PF00018,,0.0,Retained
SPTA1,XRCC6,2547,PF02037-PF00018,,0.0,Retained
SPTA1,CBL,867,PF00627-PF00018,,0.0,Retained
SPTA1,UBASH3B,84959,PF00300-PF00018 ; PF00018-PF00627,,0.0,Retained
SPTA1,PTPRO,5800,PF00102-PF00018,,0.0,Retained
SPTA1,RAD23B,5887,PF00240-PF00018 ; PF00627-PF00018,,0.0,Retained
SPTA1,PTPN22,26191,PF00018-PF00102,,0.0,Retained
