Affected Protein,Partner Protein,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
BCL3,STAT1,6772,,PF00023-PF00017,100.0,Lost
BCL3,HDAC1,3065,,PF00850-PF00023,100.0,Lost
BCL3,MAPK1,5594,PF00069-PF12796,PF00069-PF00023,50.0,Affected
BCL3,NFKB1,4790,PF12796-PF12796 ; PF12796-PF16179 ; PF12796-PF00023,PF00023-PF16179 ; PF00023-PF00023 ; PF00023-PF00531 ; PF00023-PF12796 ; PF00023-PF00554,62.0,Affected
BCL3,PSMB1,5689,,PF00023-PF00227,100.0,Lost
BCL3,STAT3,6774,,PF00017-PF00023,100.0,Lost
BCL3,CHUK,1147,PF12796-PF00069,PF00023-PF00069,50.0,Affected
BCL3,FYN,2534,PF00018-PF12796,PF00023-PF00018 ; PF00023-PF00017,67.0,Affected
BCL3,GSK3B,2932,PF12796-PF00069,PF00023-PF00069,50.0,Affected
BCL3,AKT1,207,PF12796-PF00069,PF00023-PF00069 ; PF00023-PF00169,67.0,Affected
BCL3,HDAC6,10013,,PF00850-PF00023,100.0,Lost
BCL3,HDAC3,8841,,PF00023-PF00850,100.0,Lost
BCL3,BARD1,580,PF12796-PF12796,PF00023-PF12796,50.0,Affected
BCL3,NFKB2,4791,PF12796-PF16179 ; PF12796-PF12796,PF00023-PF00531 ; PF00023-PF16179 ; PF00023-PF12796 ; PF00023-PF00554,67.0,Affected
BCL3,RELB,5971,PF12796-PF16179,PF00554-PF00023 ; PF00023-PF16179,67.0,Affected
